"","name","aqi","idx","lat","lon","url","dominentpol","time","tz","t","h","p","pm10","so2","no2","pm25","co","o3","w","r","wd","d","pol","uvi","mepaqi","pm1","time_estern"
"1","Cornwall, Ontario",32,6,45.017972,-74.735222,"http://aqicn.org/city/canada/ontario/cornwall/","o3","2017-03-29 11:00:00","-05:00",3.15,64,1023,NA,NA,3.8,13,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"2","Dorset, Ontario",30,7,45.224278,-78.932944,"http://aqicn.org/city/canada/ontario/dorset/","o3","2017-03-29 11:00:00","-05:00",2.15,69,993.65,NA,NA,NA,17,NA,29.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"3","Grand Bend, Ontario",25,8,43.333083,-81.742889,"http://aqicn.org/city/canada/ontario/grand-bend/","o3","2017-03-29 11:00:00","-05:00",6.76,100,1026,NA,NA,1,13,NA,24.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"4","Guelph, Ontario",26,9,43.551611,-80.264167,"http://aqicn.org/city/canada/ontario/guelph/","o3","2017-03-29 11:00:00","-05:00",2.07,92.5,999.25,NA,NA,8.4,13,NA,25.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"5","Hamilton Downtown, Ontario",25,10,43.257778,-79.861667,"http://aqicn.org/city/canada/ontario/hamilton-downtown/","pm25","2017-03-29 11:00:00","-05:00",6.18,60,995.84,NA,12.9,20.4,25,3.6,20.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"6","Hamilton Mountain, Ontario",30,11,43.229417,-79.862778,"http://aqicn.org/city/canada/ontario/hamilton-mountain/","pm25","2017-03-29 11:00:00","-05:00",6.18,60,995.84,NA,27.2,18.6,30,NA,17.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"7","Hamilton West, Ontario",17,12,43.257444,-79.90775,"http://aqicn.org/city/canada/ontario/hamilton-west/","o3","2017-03-29 11:00:00","-05:00",6.18,60,995.84,NA,NA,13.9,13,NA,16.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"8","Kingston, Ontario",31,13,44.219722,-76.521111,"http://aqicn.org/city/canada/ontario/kingston/","o3","2017-03-29 11:00:00","-05:00",3.74,74,1025,NA,NA,3.8,17,NA,31.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"9","Kitchener, Ontario",17,14,43.443833,-80.503806,"http://aqicn.org/city/canada/ontario/kitchener/","pm25","2017-03-29 10:00:00","-05:00",3.84,89,1024,NA,NA,16.7,17,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"10","London, Ontario",27,15,42.97446,-81.200858,"http://aqicn.org/city/canada/ontario/london/","o3","2017-03-29 11:00:00","-05:00",6.21,65,1024,NA,NA,6.5,5,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"11","Mississauga, Ontario",24,16,43.54697,-79.65869,"http://aqicn.org/city/canada/ontario/mississauga/","o3","2017-03-29 11:00:00","-05:00",2.07,92.5,999.25,NA,NA,11.2,13,NA,24.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"12","Morrisburg, Ontario",NA,17,44.89975,-75.189944,"http://aqicn.org/city/canada/ontario/morrisburg/","","","-0500",21.15,88,1009,NA,NA,NA,NA,NA,NA,2.6,0,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"13","Newmarket, Ontario",42,18,44.044306,-79.48325,"http://aqicn.org/city/canada/ontario/newmarket/","pm25","2017-03-29 11:00:00","-05:00",4.35,69,1025,NA,NA,13,42,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"14","North Bay, Ontario",29,19,46.323194,-79.449278,"http://aqicn.org/city/canada/ontario/north-bay/","o3","2017-03-29 11:00:00","-05:00",-0.85,68,993.25,NA,NA,1,5,NA,28.9,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"15","Oakville, Ontario",30,20,43.486917,-79.702278,"http://aqicn.org/city/canada/ontario/oakville/","pm25","2017-03-29 11:00:00","-05:00",6.18,60,995.84,NA,NA,21.3,30,NA,15.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"16","Oshawa, Ontario",31,21,43.945944,-78.894917,"http://aqicn.org/city/canada/ontario/oshawa/","o3","2017-03-29 11:00:00","-05:00",4.35,69,1025,NA,NA,3.8,21,NA,31.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"17","Ottawa Central, Ontario",30,22,45.382528,-75.714194,"http://aqicn.org/city/canada/ontario/ottawa-central/","o3","2017-03-29 11:00:00","-05:00",3.15,55,1023,NA,NA,1.9,13,NA,30.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"18","Ottawa Downtown, Ontario",30,23,45.434333,-75.676,"http://aqicn.org/city/canada/ontario/ottawa-downtown/","o3","2017-03-29 11:00:00","-05:00",3.15,55,1023,NA,1.5,2.8,9,2,30.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"19","Parry Sound, Ontario",26,24,45.337861,-80.038167,"http://aqicn.org/city/canada/ontario/parry-sound/","o3","2017-03-29 10:00:00","-05:00",3.14,57,1006.57,NA,NA,1.9,13,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"20","Petawawa, Ontario",30,25,45.996722,-77.441194,"http://aqicn.org/city/canada/ontario/petawawa/","o3","2017-03-29 11:00:00","-05:00",2.15,64,996.33,NA,NA,NA,5,NA,30.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"21","Peterborough, Ontario",30,26,44.301917,-78.346222,"http://aqicn.org/city/canada/ontario/peterborough/","o3","2017-03-29 11:00:00","-05:00",3.5,66,996.17,NA,NA,1.9,13,NA,29.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"22","Port Stanley, Ontario",26,27,42.672083,-81.162889,"http://aqicn.org/city/canada/ontario/port-stanley/","o3","2017-03-29 11:00:00","-05:00",6.21,65,1024,NA,NA,2.8,21,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"23","Sarnia, Ontario",26,28,42.982278,-82.405083,"http://aqicn.org/city/canada/ontario/sarnia/","o3","2017-03-29 11:00:00","-05:00",6.76,100,1026,NA,1.5,2.8,13,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"24","Sault Ste Marie, Ontario",26,29,46.533194,-84.309917,"http://aqicn.org/city/canada/ontario/sault-ste-marie/","o3","2017-03-29 11:00:00","-05:00",0.83,81,1004.92,NA,11.5,1,13,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"25","St. Catharines, Ontario",25,30,43.160056,-79.23475,"http://aqicn.org/city/canada/ontario/st.-catharines/","o3","2017-03-29 11:00:00","-05:00",5.39,65,1024,NA,NA,4.7,13,NA,24.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"26","Sudbury, Ontario",27,31,46.49194,-81.003105,"http://aqicn.org/city/canada/ontario/sudbury/","o3","2017-03-29 11:00:00","-05:00",-1.85,68,1003.38,NA,1.5,2.8,9,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"27","Thunder Bay, Ontario",24,32,48.379389,-89.290167,"http://aqicn.org/city/canada/ontario/thunder-bay/","o3","2017-03-29 11:00:00","-05:00",0.15,70,1030,NA,NA,9.3,5,NA,24.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"28","Tiverton, Ontario",25,33,44.314472,-81.549722,"http://aqicn.org/city/canada/ontario/tiverton/","o3","2017-03-29 11:00:00","-05:00",-6.37,83,1013,NA,NA,1.9,9,NA,24.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"29","Toronto Downtown, Ontario",34,34,43.662972,-79.388111,"http://aqicn.org/city/canada/ontario/toronto-downtown/","pm25","2017-03-29 11:00:00","-05:00",4.35,69,1025,NA,NA,26,34,NA,13.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"30","Toronto East, Ontario",21,35,43.747917,-79.274056,"http://aqicn.org/city/canada/ontario/toronto-east/","pm25","2017-03-29 11:00:00","-05:00",4.35,69,1025,NA,NA,14.9,21,NA,18.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"31","Toronto North, Ontario",22,36,43.781611,-79.417722,"http://aqicn.org/city/canada/ontario/toronto-north/","o3","2017-03-29 11:00:00","-05:00",4.35,69,1025,NA,1.5,9.3,17,NA,22.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"32","Toronto West, Ontario",38,37,43.709444,-79.5435,"http://aqicn.org/city/canada/ontario/toronto-west/","pm25","2017-03-29 11:00:00","-05:00",2.07,92.5,999.25,NA,1.5,25.1,38,3.6,12.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"33","Windsor Downtown, Ontario",22,38,42.315778,-83.043667,"http://aqicn.org/city/canada/ontario/windsor-downtown/","o3","2017-03-29 11:00:00","-05:00",5.7,70,1025.5,NA,2.9,12.1,21,2.4,22.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"34","Windsor West, Ontario",23,39,42.292889,-83.073139,"http://aqicn.org/city/canada/ontario/windsor-west/","o3","2017-03-29 11:00:00","-05:00",5.7,70,1025.5,NA,1.5,9.3,21,NA,23.3,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"35","Inuvik, NorthWestTerritories",25,40,68.356994,-133.714063,"http://aqicn.org/city/canada/northwestterritories/inuvik/","pm25","2017-03-29 09:00:00","-05:00",-14.85,84,1012,NA,0.2,7,25,3,0.3,3.1,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"36","Norman Wells, NorthWestTerritories",29,41,65.279676,-126.812887,"http://aqicn.org/city/canada/northwestterritories/norman-wells/","pm10","2017-03-29 09:00:00","-05:00",-14.85,84,1012,29,1.6,13.4,NA,NA,8.4,3.1,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"37","Yellowknife, NorthWestTerritories",21,42,62.452084,-114.364031,"http://aqicn.org/city/canada/northwestterritories/yellowknife/","pm25","2017-03-29 08:00:00","-05:00",-7.85,78,1014,7,1.1,4.5,21,2.4,20.5,4.6,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"38","White Plains, New York",25,58,41.0522,-73.7642,"http://aqicn.org/city/usa/newyork/white-plains/","o3","2017-03-29 09:00:00","-04:00",11,54,1018,NA,NA,NA,10,NA,24.8,5.8,NA,30,2,NA,NA,NA,NA,2017-03-29 22:53:55
"39","The City College of New York",13,59,40.8197,-73.9481,"http://aqicn.org/city/usa/newyork/ccny/","pm25","2017-03-29 08:00:00","-04:00",9,66,1019,NA,NA,12.6,13,2.3,12.8,3.6,NA,10,3,NA,NA,NA,NA,2017-03-29 22:53:55
"40","Intermediate School 74, New York",8,60,40.814701,-73.886703,"http://aqicn.org/city/usa/newyork/is-74/","pm25","2017-03-29 09:00:00","-04:00",9,66,1019,NA,NA,12.6,8,2.3,NA,3.6,NA,10,3,NA,NA,NA,NA,2017-03-29 22:53:55
"41","Public School 314, New York",9,61,40.641819,-74.018707,"http://aqicn.org/city/usa/newyork/ps-314/","pm25","2017-03-29 08:00:00","-04:00",7,76,1018,NA,NA,NA,9,NA,15.2,2.7,NA,10,3,NA,NA,NA,NA,2017-03-29 22:53:55
"42","Maspeth, New York",3,62,40.7269,-73.8933,"http://aqicn.org/city/usa/newyork/maspeth/","pm25","2017-03-29 10:00:00","-04:00",11,54,1018,NA,NA,7.7,3,2.3,NA,5.8,NA,30,2,NA,NA,NA,NA,2017-03-29 22:53:55
"43","Eisenhower Park, New York",3,63,40.7447,-73.5869,"http://aqicn.org/city/usa/newyork/eisenhower-park/","pm25","2017-03-29 09:00:00","-04:00",9,66,1019,NA,NA,NA,3,NA,20,3.6,NA,10,3,NA,NA,NA,NA,2017-03-29 22:53:55
"44","Intermediate School 143, New York",22,64,40.8492,-73.9319,"http://aqicn.org/city/usa/newyork/is-143/","pm25","2017-03-29 09:00:00","-04:00",9,66,1019,NA,NA,12.6,22,2.3,12.8,3.6,NA,10,3,NA,NA,NA,NA,2017-03-29 22:53:55
"45","Fresh Kills West, New York",23,65,40.5802,-74.1994,"http://aqicn.org/city/usa/newyork/fresh-kills-west/","o3","2017-03-29 07:00:00","-04:00",11,54,1018,NA,NA,NA,10,NA,23.3,5.8,NA,30,2,NA,NA,NA,NA,2017-03-29 22:53:55
"46","Albany, Oregon",10,67,44.61569,-123.091457,"http://aqicn.org/city/usa/oregon/albany/","pm25","2017-03-29 09:00:00","-08:00",10.465,87,1014.5,9,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"47","Applegate Valley, Oregon",17,68,42.290094,-123.2321,"http://aqicn.org/city/usa/oregon/applegate-valley/","pm25","2017-03-29 09:00:00","-08:00",8.1,62,1020.5,13,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"48","Baker City, Oregon",7,69,44.78822,-117.8446,"http://aqicn.org/city/usa/oregon/baker-city/","pm10","2017-03-29 09:00:00","-08:00",6.12,80.5,1017,7,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"49","Beaverton, Oregon",25,70,45.4702,-122.8159,"http://aqicn.org/city/usa/oregon/beaverton/","o3","2017-03-29 09:00:00","-08:00",10.465,87,1014.5,8,1.5,13.8,10,3.2,24.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"50","Bend, Oregon",11,71,44.063916,-121.312554,"http://aqicn.org/city/usa/oregon/bend/","pm10","2017-03-29 09:00:00","-08:00",7.7,83,26.18,11,NA,NA,9,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"51","Burns, Oregon",18,72,43.58925,-119.048302,"http://aqicn.org/city/usa/oregon/burns/","pm25","2017-03-29 09:00:00","-08:00",5.1,75.5,25.91,18,NA,NA,18,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"52","Cave Junction, Oregon",17,73,42.1617,-123.64835,"http://aqicn.org/city/usa/oregon/cave-junction/","pm25","2017-03-29 09:00:00","-08:00",9.96,45,1020,13,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"53","Corvallis, Oregon",12,74,44.5884,-123.2673,"http://aqicn.org/city/usa/oregon/corvallis/","pm25","2017-03-29 09:00:00","-08:00",10.465,87,1014.5,9,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"54","Enterprise, Oregon",12,75,45.426351,-117.296066,"http://aqicn.org/city/usa/oregon/enterprise/","pm25","2017-03-29 08:00:00","-08:00",7.15,75,1018,12,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"55","Grants Pass, Oregon",21,76,42.434149,-123.348466,"http://aqicn.org/city/usa/oregon/grants-pass/","pm25","2017-03-29 09:00:00","-08:00",10.4,62,29.17,13,NA,NA,21,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"56","Hillsboro, Oregon",10,78,45.528501,-122.972398,"http://aqicn.org/city/usa/oregon/hillsboro/","pm25","2017-03-29 09:00:00","-08:00",10.12,87.3333333333333,1015.33333333333,8,1.5,18,10,3.2,20,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"57","John Day, Oregon",24,79,44.417999,-118.951302,"http://aqicn.org/city/usa/oregon/john-day/","pm25","2017-03-29 09:00:00","-08:00",8.65,75.5,1019,15,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"58","Klamath Falls, Oregon",18,80,42.190296,-121.731369,"http://aqicn.org/city/usa/oregon/klamath-falls/","pm25","2017-03-29 09:00:00","-08:00",4.4,73,25.96,15,NA,NA,18,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"59","La Grande, Oregon",21,81,45.339,-118.095206,"http://aqicn.org/city/usa/oregon/la-grande/","pm25","2017-03-29 09:00:00","-08:00",6.5,93,27.15,16,NA,NA,21,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"60","Lakeview, Oregon",10,82,42.189215,-120.353969,"http://aqicn.org/city/usa/oregon/lakeview/","pm25","2017-03-29 09:00:00","-08:00",5.3,100,25.35,9,NA,NA,10,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"61","Medford, Oregon",13,84,42.31411,-122.87923,"http://aqicn.org/city/usa/oregon/medford/","pm10","2017-03-29 09:00:00","-08:00",27.64,100,1021.81,13,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"62","Pendleton, Oregon",19,85,45.652231,-118.823033,"http://aqicn.org/city/usa/oregon/pendleton/","pm25","2017-03-29 08:00:00","-08:00",7.05,93,28.9,12,NA,NA,19,NA,28,0.7,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"63","Portland, Oregon",12,86,45.496641,-122.602877,"http://aqicn.org/city/usa/oregon/portland/","pm25","2017-03-29 09:00:00","-08:00",10,NA,29.73,9,1.5,3.8,12,3.2,0.1,4.2,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"64","Prineville, Oregon",30,87,44.299787,-120.844773,"http://aqicn.org/city/usa/oregon/prineville/","pm25","2017-03-29 09:00:00","-08:00",6.8,84,27.07,17,NA,NA,30,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"65","Roseburg, Oregon",19,88,43.2266,-123.36479,"http://aqicn.org/city/usa/oregon/roseburg/","pm25","2017-03-29 09:00:00","-08:00",8.64,76,1021,13,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"66","Salem, Oregon",25,89,44.943114,-123.005934,"http://aqicn.org/city/usa/oregon/salem/","o3","2017-03-29 09:00:00","-08:00",10.465,87,1014.5,9,NA,NA,11,NA,24.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"67","Shady Cove, Oregon",15,90,42.623225,-122.810158,"http://aqicn.org/city/usa/oregon/shady-cove/","pm25","2017-03-29 09:00:00","-08:00",8.64,76,1021,12,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"68","Sisters, Oregon",NA,92,44.2921,-121.5555,"http://aqicn.org/city/usa/oregon/sisters/","","2017-03-22 08:00:00","-08:00",6.01,73,NA,1,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"69","Sweet Home, Oregon",23,93,44.3958,-122.7305,"http://aqicn.org/city/usa/oregon/sweet-home/","pm25","2017-03-29 09:00:00","-08:00",10.13,81,990.25,9,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"70","The Dalles, Oregon",41,94,45.602419,-121.203387,"http://aqicn.org/city/usa/oregon/the-dalles/","pm25","2017-03-29 09:00:00","-08:00",8.15,100,972.66,18,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"71","Division St, Aberdeen, Washington",6,96,46.97228,-123.83173,"http://aqicn.org/city/usa/washington/aberdeen/division-st/","pm25","2017-03-29 07:00:00","-07:00",8.73,100,1010,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"72","W 12th Ave, Airway Heights, Washington",18,97,47.64476,-117.58913,"http://aqicn.org/city/usa/washington/airway-heights/w-12th-ave/","pm25","2017-03-29 07:00:00","-07:00",4.68,100,960.74,16,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"73","Bartholomew Rd, Anacortes, Washington",34,99,48.4654,-122.56,"http://aqicn.org/city/usa/washington/anacortes/bartholomew-rd/","o3","2017-03-29 07:00:00","-07:00",6.32,100,1009,NA,NA,NA,4,NA,33.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"74","Bellevue Way, Bellevue, Washington",26,100,47.61311,-122.20161,"http://aqicn.org/city/usa/washington/bellevue/bellevue-way/","o3","2017-03-29 07:00:00","-07:00",7.82,100,1012,NA,NA,15.8,4,3.9,25.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"75","Yew St, Bellingham, Washington",25,101,48.76278,-122.44028,"http://aqicn.org/city/usa/washington/bellingham/yew-st/","o3","2017-03-29 07:00:00","-07:00",6.49,93,997.87,4,0.1,7,3,0.1,24.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"76","Spruce Ave, Bremerton, Washington",9,102,47.592675,-122.62739,"http://aqicn.org/city/usa/washington/bremerton/spruce-ave/","pm25","2017-03-29 08:00:00","-07:00",8.32,93,1021,NA,NA,5.6,9,2.4,8.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"77","Cheeka Peak, Washington",35,103,48.29786,-124.62491,"http://aqicn.org/city/usa/washington/cheeka-peak/","o3","2017-03-29 07:00:00","-07:00",-17.8,100,1010.5,NA,1.5,NA,3,1.4,35.2,6.1,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"78","Market Blvd, Chehalis, Washington",7,104,46.66409,-122.96732,"http://aqicn.org/city/usa/washington/chehalis/market-blvd/","pm25","2017-03-29 08:00:00","-07:00",8.43,93,1012,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"79","13th St, Clarkston, Washington",14,105,46.425416,-117.060445,"http://aqicn.org/city/usa/washington/clarkston/13th-st/","pm25","2017-03-29 07:00:00","-07:00",6.05,87,1018,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"80","Greenbluff Rd, Colbert, Washington",6,106,47.8082264,-117.34327,"http://aqicn.org/city/usa/washington/colbert/greenbluff-rd/","pm25","2017-03-29 07:00:00","-07:00",4.14,86,1016,16,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"81","Oak St S, Colville, Washington",42,107,48.54296,-117.90326,"http://aqicn.org/city/usa/washington/colville/oak-st-s/","pm10",NA,"2016-12-05 17:00:00",-3,68,1018,42,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"82","Loomis, Custer, Washington",25,108,48.95074,-122.55441,"http://aqicn.org/city/usa/washington/custer/loomis/","o3","2017-03-29 07:00:00","-07:00",6.32,100,1009,1,0.1,4.5,1,0.1,24.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"83","Fir St, Darrington, Washington",3,109,48.2468,-121.6031,"http://aqicn.org/city/usa/washington/darrington/fir-st/","pm25","2017-03-29 07:00:00","-07:00",4.3,100,1012,NA,NA,NA,3,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"84","W Main St, Dayton, Washington",23,110,46.318,-117.985,"http://aqicn.org/city/usa/washington/dayton/w-main-st/","pm25","2017-03-29 07:00:00","-07:00",9.15,93,965.12,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"85","Ruby St, Ellensburg, Washington",33,111,46.99364,-120.545,"http://aqicn.org/city/usa/washington/ellensburg/ruby-st/","pm25","2017-03-29 08:00:00","-07:00",4.96,87,1013,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"86","Harrah N Harrah Rd, Washington",21,112,46.4085229,-120.5441734,"http://aqicn.org/city/usa/washington/harrah-n-harrah-rd/","pm10",NA,"2016-12-05 17:00:00",4,81,969,21,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"87","Metaline, Kennewick, Washington",25,113,46.21835,-119.20152,"http://aqicn.org/city/usa/washington/kennewick/metaline/","pm25","2017-03-29 07:00:00","-07:00",7.9,93,1016,6,NA,NA,25,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"88","Central and James, Kent, Washington",4,114,47.38614,-122.23195,"http://aqicn.org/city/usa/washington/kent/central-and-james/","pm25","2017-03-29 08:00:00","-07:00",8.47,100,1024,NA,NA,5.6,4,1.9,27.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"89","College St, Lacey, Washington",3,115,47.02938,-122.82161,"http://aqicn.org/city/usa/washington/lacey/college-st/","pm25","2017-03-29 08:00:00","-07:00",8.43,93,1012,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"90","Hill St, LaCrosse, Washington",9,116,46.8153,-117.8739,"http://aqicn.org/city/usa/washington/lacrosse/hill-st/","pm25","2017-03-29 07:00:00","-07:00",5.14,96,960.01,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"91","Evans St, Leavenworth, Washington",1,118,47.59886,-120.6647,"http://aqicn.org/city/usa/washington/leavenworth/evans-st/","pm25","2017-03-29 08:00:00","-07:00",3.63,100,1014,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"92","30th Ave, Longview, Washington",12,120,46.139443,-122.961944,"http://aqicn.org/city/usa/washington/longview/30th-ave/","pm25","2017-03-29 08:00:00","-07:00",10.12,87.3333333333333,1015.33333333333,8,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"93","212 (ULT), Lynnwood, Washington",5,121,47.8064,-122.3167,"http://aqicn.org/city/usa/washington/lynnwood/212-ult/","pm25","2017-03-29 07:00:00","-07:00",7.65,100,1012,NA,NA,18.6,5,2.4,8.8,1.2,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"94"," Azure Way, Maple Falls , Washington",8,122,48.9477,-122.1471,"http://aqicn.org/city/usa/washington/maple-falls/azure-way/","o3","2017-03-29 07:00:00","-07:00",6.49,93,997.87,4,0.1,7,8,0.1,8.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"95","7th Ave, Marysville, Washington",34,123,48.054315,-122.171529,"http://aqicn.org/city/usa/washington/marysville/7th-ave/","o3","2017-03-29 07:00:00","-07:00",7.3,100,1012,NA,NA,NA,10,2.4,34.4,2.6,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"96","Pepiot Way, Mesa, Washington",15,124,46.5754,-119.0021,"http://aqicn.org/city/usa/washington/mesa/pepiot-way/","pm25","2017-03-29 07:00:00","-07:00",7.15,93,1014,6,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
"97","Balsam St, Moses Lake, Washington",16,125,47.1303,-119.2737,"http://aqicn.org/city/usa/washington/moses-lake/balsam-st/","pm25","2017-03-29 07:00:00","-07:00",6.65,90,1014.5,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-29 22:53:55
