"","name","aqi","idx","lat","lon","url","dominentpol","time","tz","t","h","p","pm10","so2","no2","pm25","co","o3","w","r","wd","d","pol","uvi","mepaqi","pm1","time_estern"
"1","Cornwall, Ontario",38,6,45.017972,-74.735222,"http://aqicn.org/city/canada/ontario/cornwall/","o3","2017-03-26 20:00:00","-05:00",1.15,69,1024,NA,NA,4.7,34,NA,38.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"2","Dorset, Ontario",55,7,45.224278,-78.932944,"http://aqicn.org/city/canada/ontario/dorset/","pm25","2017-03-26 20:00:00","-05:00",1.15,98,1017,NA,NA,NA,55,NA,30.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"3","Grand Bend, Ontario",50,8,43.333083,-81.742889,"http://aqicn.org/city/canada/ontario/grand-bend/","pm25","2017-03-26 20:00:00","-05:00",9.08,93,1012,NA,NA,3.8,50,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"4","Guelph, Ontario",46,9,43.551611,-80.264167,"http://aqicn.org/city/canada/ontario/guelph/","pm25","2017-03-26 20:00:00","-05:00",4.77,93,1016,NA,NA,7.5,46,NA,22.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5","Hamilton Downtown, Ontario",34,10,43.257778,-79.861667,"http://aqicn.org/city/canada/ontario/hamilton-downtown/","pm25","2017-03-26 20:00:00","-05:00",4.5,93,1015,NA,1.5,8.4,34,2.5,28.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"6","Hamilton Mountain, Ontario",38,11,43.229417,-79.862778,"http://aqicn.org/city/canada/ontario/hamilton-mountain/","pm25","2017-03-26 20:00:00","-05:00",4.5,93,1015,NA,1.5,4.7,38,NA,28.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"7","Hamilton West, Ontario",30,12,43.257444,-79.90775,"http://aqicn.org/city/canada/ontario/hamilton-west/","pm25","2017-03-26 20:00:00","-05:00",4.5,93,1015,NA,NA,6.5,30,NA,24.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"8","Kingston, Ontario",34,13,44.219722,-76.521111,"http://aqicn.org/city/canada/ontario/kingston/","pm25","2017-03-26 20:00:00","-05:00",3.01,69,1020,NA,NA,8.4,34,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"9","Kitchener, Ontario",42,14,43.443833,-80.503806,"http://aqicn.org/city/canada/ontario/kitchener/","pm25","2017-03-26 20:00:00","-05:00",4.47,93,1028,NA,NA,4.7,42,NA,24.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"10","London, Ontario",57,15,42.97446,-81.200858,"http://aqicn.org/city/canada/ontario/london/","pm25","2017-03-26 20:00:00","-05:00",4.47,93,1028,NA,NA,4.7,57,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"11","Mississauga, Ontario",42,16,43.54697,-79.65869,"http://aqicn.org/city/canada/ontario/mississauga/","pm25","2017-03-26 20:00:00","-05:00",4.77,93,1016,NA,NA,4.7,42,NA,28.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"12","Morrisburg, Ontario",NA,17,44.89975,-75.189944,"http://aqicn.org/city/canada/ontario/morrisburg/","","","-0500",21.15,88,1009,NA,NA,NA,NA,NA,NA,2.6,0,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"13","Newmarket, Ontario",42,18,44.044306,-79.48325,"http://aqicn.org/city/canada/ontario/newmarket/","pm25","2017-03-26 20:00:00","-05:00",4.77,86,1016,NA,NA,2.8,42,NA,25.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"14","North Bay, Ontario",32,19,46.323194,-79.449278,"http://aqicn.org/city/canada/ontario/north-bay/","o3","2017-03-26 20:00:00","-05:00",-1.85,86,1017,NA,NA,2.8,30,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"15","Oakville, Ontario",38,20,43.486917,-79.702278,"http://aqicn.org/city/canada/ontario/oakville/","pm25","2017-03-26 20:00:00","-05:00",4.5,93,1015,NA,NA,2.8,38,NA,28.9,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"16","Oshawa, Ontario",30,21,43.945944,-78.894917,"http://aqicn.org/city/canada/ontario/oshawa/","pm25","2017-03-26 19:00:00","-05:00",5.36,86,1016,NA,NA,2.8,30,NA,29.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"17","Ottawa Central, Ontario",38,22,45.382528,-75.714194,"http://aqicn.org/city/canada/ontario/ottawa-central/","o3","2017-03-26 20:00:00","-05:00",-0.85,68,1023,NA,NA,3.8,34,NA,38.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"18","Ottawa Downtown, Ontario",37,23,45.434333,-75.676,"http://aqicn.org/city/canada/ontario/ottawa-downtown/","o3","2017-03-26 20:00:00","-05:00",-0.85,68,1023,NA,1.5,5.6,25,2.4,36.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"19","Parry Sound, Ontario",50,24,45.337861,-80.038167,"http://aqicn.org/city/canada/ontario/parry-sound/","pm25","2017-03-26 20:00:00","-05:00",5.01,97,995.73,NA,NA,1,50,NA,29.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"20","Petawawa, Ontario",36,25,45.996722,-77.441194,"http://aqicn.org/city/canada/ontario/petawawa/","o3","2017-03-26 20:00:00","-05:00",-0.85,80,1023,NA,NA,NA,21,NA,36.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"21","Peterborough, Ontario",34,26,44.301917,-78.346222,"http://aqicn.org/city/canada/ontario/peterborough/","pm25","2017-03-26 20:00:00","-05:00",3.95,95,1019,NA,NA,3.8,34,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"22","Port Stanley, Ontario",59,27,42.672083,-81.162889,"http://aqicn.org/city/canada/ontario/port-stanley/","pm25","2017-03-26 20:00:00","-05:00",4.47,93,1028,NA,NA,2.8,59,NA,22.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"23","Sarnia, Ontario",59,28,42.982278,-82.405083,"http://aqicn.org/city/canada/ontario/sarnia/","pm25","2017-03-26 20:00:00","-05:00",9.08,93,1012,NA,1.5,5.6,59,NA,23.3,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"24","Sault Ste Marie, Ontario",17,29,46.533194,-84.309917,"http://aqicn.org/city/canada/ontario/sault-ste-marie/","pm25","2017-03-26 20:00:00","-05:00",0.79,100,1013,NA,1.5,1.9,17,NA,25.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"25","St. Catharines, Ontario",34,30,43.160056,-79.23475,"http://aqicn.org/city/canada/ontario/st.-catharines/","pm25","2017-03-26 20:00:00","-05:00",11.75,87,1015,NA,NA,9.3,34,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"26","Sudbury, Ontario",30,31,46.49194,-81.003105,"http://aqicn.org/city/canada/ontario/sudbury/","o3","2017-03-26 20:00:00","-05:00",-1.85,92,1016,NA,10,4.7,21,NA,29.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"27","Thunder Bay, Ontario",26,32,48.379389,-89.290167,"http://aqicn.org/city/canada/ontario/thunder-bay/","o3","2017-03-26 20:00:00","-05:00",1.15,100,989.44,NA,NA,8.4,5,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"28","Tiverton, Ontario",59,33,44.314472,-81.549722,"http://aqicn.org/city/canada/ontario/tiverton/","pm25","2017-03-26 20:00:00","-05:00",5.15,93,1014,NA,NA,3.8,59,NA,24.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"29","Toronto Downtown, Ontario",38,34,43.662972,-79.388111,"http://aqicn.org/city/canada/ontario/toronto-downtown/","pm25","2017-03-26 20:00:00","-05:00",4.77,86,1016,NA,NA,9.3,38,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"30","Toronto East, Ontario",30,35,43.747917,-79.274056,"http://aqicn.org/city/canada/ontario/toronto-east/","pm25","2017-03-26 20:00:00","-05:00",4.77,86,1016,NA,NA,2.8,30,NA,29.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"31","Toronto North, Ontario",50,36,43.781611,-79.417722,"http://aqicn.org/city/canada/ontario/toronto-north/","pm25","2017-03-26 20:00:00","-05:00",4.77,86,1016,NA,1.5,5.6,50,NA,24.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"32","Toronto West, Ontario",34,37,43.709444,-79.5435,"http://aqicn.org/city/canada/ontario/toronto-west/","pm25","2017-03-26 20:00:00","-05:00",4.77,93,1016,NA,1.5,7.5,34,2.6,24.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"33","Windsor Downtown, Ontario",53,38,42.315778,-83.043667,"http://aqicn.org/city/canada/ontario/windsor-downtown/","pm25","2017-03-26 20:00:00","-05:00",9.75,93,1012,NA,1.5,14.9,53,3.8,12.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"34","Windsor West, Ontario",72,39,42.292889,-83.073139,"http://aqicn.org/city/canada/ontario/windsor-west/","pm25","2017-03-26 20:00:00","-05:00",9.75,93,1012,NA,1.5,20.4,72,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"35","Inuvik, NorthWestTerritories",21,40,68.356994,-133.714063,"http://aqicn.org/city/canada/northwestterritories/inuvik/","pm25","2017-03-26 18:00:00","-05:00",-13.85,55,1018,NA,0.2,1.8,21,2.2,5.9,1.5,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"36","Norman Wells, NorthWestTerritories",18,41,65.279676,-126.812887,"http://aqicn.org/city/canada/northwestterritories/norman-wells/","o3","2017-03-26 18:00:00","-05:00",-13.85,55,1018,4,0.5,0.8,NA,NA,18.2,1.5,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"37","Yellowknife, NorthWestTerritories",27,42,62.452084,-114.364031,"http://aqicn.org/city/canada/northwestterritories/yellowknife/","o3","2017-03-26 18:00:00","-05:00",-2.85,92,1011,19,1.4,4.9,21,3.1,27.2,1,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"38","White Plains, New York",34,58,41.0522,-73.7642,"http://aqicn.org/city/usa/newyork/white-plains/","o3","2017-03-26 18:00:00","-04:00",5,79,1028,NA,NA,NA,30,NA,33.6,3.6,NA,70,2,NA,NA,NA,NA,2017-03-27 00:41:11
"39","The City College of New York",34,59,40.8197,-73.9481,"http://aqicn.org/city/usa/newyork/ccny/","pm25","2017-03-26 17:00:00","-04:00",5,79,1028,NA,NA,15.2,34,2.3,24.8,3.6,NA,70,2,NA,NA,NA,NA,2017-03-27 00:41:11
"40","Intermediate School 74, New York",28,60,40.814701,-73.886703,"http://aqicn.org/city/usa/newyork/is-74/","pm25","2017-03-26 18:00:00","-04:00",5,79,1028,NA,NA,16.8,28,2.3,NA,3.6,NA,70,2,NA,NA,NA,NA,2017-03-27 00:41:11
"41","Public School 314, New York",29,61,40.641819,-74.018707,"http://aqicn.org/city/usa/newyork/ps-314/","pm25","2017-03-26 18:00:00","-04:00",5,79,1028,NA,NA,NA,29,NA,30.4,3.6,NA,70,2,NA,NA,NA,NA,2017-03-27 00:41:11
"42","Maspeth, New York",24,62,40.7269,-73.8933,"http://aqicn.org/city/usa/newyork/maspeth/","pm25","2017-03-26 18:00:00","-04:00",5,79,1028,NA,NA,16.8,24,2.3,NA,3.6,NA,70,2,NA,NA,NA,NA,2017-03-27 00:41:11
"43","Eisenhower Park, New York",23,63,40.7447,-73.5869,"http://aqicn.org/city/usa/newyork/eisenhower-park/","pm25","2017-03-26 18:00:00","-04:00",5,79,1028,NA,NA,NA,23,NA,32,3.6,NA,70,2,NA,NA,NA,NA,2017-03-27 00:41:11
"44","Intermediate School 143, New York",36,64,40.8492,-73.9319,"http://aqicn.org/city/usa/newyork/is-143/","pm25","2017-03-26 18:00:00","-04:00",5,79,1028,NA,NA,16.8,36,2.3,20.8,3.6,NA,70,2,NA,NA,NA,NA,2017-03-27 00:41:11
"45","Fresh Kills West, New York",23,65,40.5802,-74.1994,"http://aqicn.org/city/usa/newyork/fresh-kills-west/","pm25","2017-03-26 18:00:00","-04:00",5,79,1028,NA,NA,NA,23,NA,30.4,3.6,NA,70,2,NA,NA,NA,NA,2017-03-27 00:41:11
"46","Albany, Oregon",9,67,44.61569,-123.091457,"http://aqicn.org/city/usa/oregon/albany/","pm25","2017-03-26 17:00:00","-08:00",9.4,100,1009,8,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"47","Applegate Valley, Oregon",11,68,42.290094,-123.2321,"http://aqicn.org/city/usa/oregon/applegate-valley/","pm10","2017-03-26 18:00:00","-08:00",7.4,70,1013,11,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"48","Baker City, Oregon",10,69,44.78822,-117.8446,"http://aqicn.org/city/usa/oregon/baker-city/","pm10","2017-03-26 18:00:00","-08:00",9.74,50,1009,10,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"49","Beaverton, Oregon",24,70,45.4702,-122.8159,"http://aqicn.org/city/usa/oregon/beaverton/","o3","2017-03-26 18:00:00","-08:00",9.4,100,1008,8,1.5,3.4,11,4.2,24.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"50","Bend, Oregon",11,71,44.063916,-121.312554,"http://aqicn.org/city/usa/oregon/bend/","pm10","2017-03-26 18:00:00","-08:00",6.3,84,25.95,11,NA,NA,8,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"51","Burns, Oregon",18,72,43.58925,-119.048302,"http://aqicn.org/city/usa/oregon/burns/","pm25","2017-03-26 18:00:00","-08:00",8.4,61,25.64,13,NA,NA,18,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"52","Cave Junction, Oregon",11,73,42.1617,-123.64835,"http://aqicn.org/city/usa/oregon/cave-junction/","pm10","2017-03-26 18:00:00","-08:00",8.7,100,1014,11,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"53","Corvallis, Oregon",8,74,44.5884,-123.2673,"http://aqicn.org/city/usa/oregon/corvallis/","pm25","2017-03-26 18:00:00","-08:00",9.4,100,1008,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"54","Enterprise, Oregon",11,75,45.426351,-117.296066,"http://aqicn.org/city/usa/oregon/enterprise/","pm25","2017-03-26 18:00:00","-08:00",11.15,50,1009,11,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"55","Grants Pass, Oregon",13,76,42.434149,-123.348466,"http://aqicn.org/city/usa/oregon/grants-pass/","pm25","2017-03-26 18:00:00","-08:00",11,70,28.89,12,NA,NA,13,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"56","Hillsboro, Oregon",24,78,45.528501,-122.972398,"http://aqicn.org/city/usa/oregon/hillsboro/","o3","2017-03-26 18:00:00","-08:00",9.37,87,1008,9,1.5,3.4,12,4.2,24.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"57","John Day, Oregon",12,79,44.417999,-118.951302,"http://aqicn.org/city/usa/oregon/john-day/","pm25","2017-03-26 18:00:00","-08:00",9.15,61,1010,11,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"58","Klamath Falls, Oregon",11,80,42.190296,-121.731369,"http://aqicn.org/city/usa/oregon/klamath-falls/","pm25","2017-03-26 18:00:00","-08:00",6.5,72,25.67,11,NA,NA,11,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"59","La Grande, Oregon",14,81,45.339,-118.095206,"http://aqicn.org/city/usa/oregon/la-grande/","pm10","2017-03-26 18:00:00","-08:00",10.8,55,26.93,14,NA,NA,9,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"60","Lakeview, Oregon",8,82,42.189215,-120.353969,"http://aqicn.org/city/usa/oregon/lakeview/","pm10","2017-03-26 18:00:00","-08:00",5.3,100,25.08,8,NA,NA,7,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"61","Medford, Oregon",12,84,42.31411,-122.87923,"http://aqicn.org/city/usa/oregon/medford/","pm10","2017-03-26 18:00:00","-08:00",28.16,100,1023.86,12,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"62","Pendleton, Oregon",10,85,45.652231,-118.823033,"http://aqicn.org/city/usa/oregon/pendleton/","pm10","2017-03-26 18:00:00","-08:00",10.33,71,28.73,10,NA,NA,8,NA,28,1,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"63","Portland, Oregon",11,86,45.496641,-122.602877,"http://aqicn.org/city/usa/oregon/portland/","pm25","2017-03-26 18:00:00","-08:00",8.9,NA,29.53,9,1.5,4.6,11,4.2,0.1,2.2,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"64","Prineville, Oregon",23,87,44.299787,-120.844773,"http://aqicn.org/city/usa/oregon/prineville/","pm25","2017-03-26 18:00:00","-08:00",7.8,90,26.84,16,NA,NA,23,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"65","Roseburg, Oregon",11,88,43.2266,-123.36479,"http://aqicn.org/city/usa/oregon/roseburg/","pm10","2017-03-26 18:00:00","-08:00",7.02,81,1012,11,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"66","Salem, Oregon",24,89,44.943114,-123.005934,"http://aqicn.org/city/usa/oregon/salem/","o3","2017-03-26 18:00:00","-08:00",9.4,100,1008,8,NA,NA,9,NA,24.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"67","Shady Cove, Oregon",21,90,42.623225,-122.810158,"http://aqicn.org/city/usa/oregon/shady-cove/","pm25","2017-03-26 18:00:00","-08:00",7.02,81,1012,14,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"68","Sisters, Oregon",NA,92,44.2921,-121.5555,"http://aqicn.org/city/usa/oregon/sisters/","","2017-03-22 08:00:00","-08:00",6.01,73,NA,1,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"69","Sweet Home, Oregon",17,93,44.3958,-122.7305,"http://aqicn.org/city/usa/oregon/sweet-home/","pm25","2017-03-26 18:00:00","-08:00",11.61,81,1009,10,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"70","The Dalles, Oregon",23,94,45.602419,-121.203387,"http://aqicn.org/city/usa/oregon/the-dalles/","pm25","2017-03-26 18:00:00","-08:00",9.15,87,1010,14,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"71","Division St, Aberdeen, Washington",10,96,46.97228,-123.83173,"http://aqicn.org/city/usa/washington/aberdeen/division-st/","pm25","2017-03-26 16:00:00","-07:00",7.52,100,1006,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"72","W 12th Ave, Airway Heights, Washington",39,97,47.64476,-117.58913,"http://aqicn.org/city/usa/washington/airway-heights/w-12th-ave/","pm25","2017-03-26 16:00:00","-07:00",7.4,81,1010,16,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"73","Bartholomew Rd, Anacortes, Washington",27,99,48.4654,-122.56,"http://aqicn.org/city/usa/washington/anacortes/bartholomew-rd/","o3","2017-03-26 15:00:00","-07:00",10.29,66,1006,NA,NA,NA,9,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"74","Bellevue Way, Bellevue, Washington",18,100,47.61311,-122.20161,"http://aqicn.org/city/usa/washington/bellevue/bellevue-way/","o3","2017-03-26 16:00:00","-07:00",8.4,100,1008,NA,NA,28.8,10,6.8,17.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"75","Yew St, Bellingham, Washington",30,101,48.76278,-122.44028,"http://aqicn.org/city/usa/washington/bellingham/yew-st/","o3","2017-03-26 15:00:00","-07:00",10.01,66,1006,1,0.1,1.1,NA,0.1,29.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"76","Spruce Ave, Bremerton, Washington",10,102,47.592675,-122.62739,"http://aqicn.org/city/usa/washington/bremerton/spruce-ave/","pm25","2017-03-26 16:00:00","-07:00",9.15,70,1006,NA,NA,19.5,10,2.4,8.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"77","Cheeka Peak, Washington",31,103,48.29786,-124.62491,"http://aqicn.org/city/usa/washington/cheeka-peak/","o3","2017-03-26 16:00:00","-07:00",-17.8,93,1006,NA,1.5,NA,3,1.3,31.2,5.6,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"78","Market Blvd, Chehalis, Washington",4,104,46.66409,-122.96732,"http://aqicn.org/city/usa/washington/chehalis/market-blvd/","pm25","2017-03-26 16:00:00","-07:00",8.14,87,1007,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"79","13th St, Clarkston, Washington",7,105,46.425416,-117.060445,"http://aqicn.org/city/usa/washington/clarkston/13th-st/","pm25","2017-03-26 16:00:00","-07:00",7.72,81,1011,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"80","Greenbluff Rd, Colbert, Washington",56,106,47.8082264,-117.34327,"http://aqicn.org/city/usa/washington/colbert/greenbluff-rd/","pm25","2017-03-26 16:00:00","-07:00",7.82,81,1011,16,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"81","Oak St S, Colville, Washington",42,107,48.54296,-117.90326,"http://aqicn.org/city/usa/washington/colville/oak-st-s/","pm10",NA,"2016-12-05 17:00:00",-3,68,1018,42,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"82","Loomis, Custer, Washington",29,108,48.95074,-122.55441,"http://aqicn.org/city/usa/washington/custer/loomis/","o3","2017-03-26 16:00:00","-07:00",9.48,70,1006,4,0.1,1,8,0.1,28.9,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"83","Fir St, Darrington, Washington",10,109,48.2468,-121.6031,"http://aqicn.org/city/usa/washington/darrington/fir-st/","pm25","2017-03-26 15:00:00","-07:00",10.585,44.5,1024.5,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"84","W Main St, Dayton, Washington",8,110,46.318,-117.985,"http://aqicn.org/city/usa/washington/dayton/w-main-st/","pm25","2017-03-26 16:00:00","-07:00",11.15,62,1010,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"85","Ruby St, Ellensburg, Washington",17,111,46.99364,-120.545,"http://aqicn.org/city/usa/washington/ellensburg/ruby-st/","pm25","2017-03-26 16:00:00","-07:00",6.345,78,1009,3.05,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"86","Harrah N Harrah Rd, Washington",21,112,46.4085229,-120.5441734,"http://aqicn.org/city/usa/washington/harrah-n-harrah-rd/","pm10",NA,"2016-12-05 17:00:00",4,81,969,21,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"87","Metaline, Kennewick, Washington",21,113,46.21835,-119.20152,"http://aqicn.org/city/usa/washington/kennewick/metaline/","pm25","2017-03-26 16:00:00","-07:00",9.6,71,1009,6,NA,NA,21,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"88","Central and James, Kent, Washington",18,114,47.38614,-122.23195,"http://aqicn.org/city/usa/washington/kent/central-and-james/","o3","2017-03-26 16:00:00","-07:00",8.47,87,1007,NA,NA,19.5,6,3,17.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"89","College St, Lacey, Washington",15,115,47.02938,-122.82161,"http://aqicn.org/city/usa/washington/lacey/college-st/","pm25","2017-03-26 16:00:00","-07:00",8.14,87,1007,NA,NA,NA,15,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"90","Hill St, LaCrosse, Washington",6,116,46.8153,-117.8739,"http://aqicn.org/city/usa/washington/lacrosse/hill-st/","pm25","2017-03-26 16:00:00","-07:00",8.21,91,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"91","Evans St, Leavenworth, Washington",5,118,47.59886,-120.6647,"http://aqicn.org/city/usa/washington/leavenworth/evans-st/","pm25","2017-03-26 16:00:00","-07:00",3.92,81,1009,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"92","30th Ave, Longview, Washington",7,120,46.139443,-122.961944,"http://aqicn.org/city/usa/washington/longview/30th-ave/","pm10","2017-03-26 16:00:00","-07:00",9.37,87,1008,7,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"93","212 (ULT), Lynnwood, Washington",8,121,47.8064,-122.3167,"http://aqicn.org/city/usa/washington/lynnwood/212-ult/","pm25","2017-03-26 16:00:00","-07:00",8.4,100,1008,NA,NA,28.8,8,2.4,8.8,1.8,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"94"," Azure Way, Maple Falls , Washington",13,122,48.9477,-122.1471,"http://aqicn.org/city/usa/washington/maple-falls/azure-way/","o3","2017-03-26 15:00:00","-07:00",9.74,66,1006,7,0.1,2.1,64,0.1,12.9,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"95","7th Ave, Marysville, Washington",20,123,48.054315,-122.171529,"http://aqicn.org/city/usa/washington/marysville/7th-ave/","pm25","2017-03-26 16:00:00","-07:00",9.2,100,1008,NA,NA,NA,20,2.4,24.8,0.8,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"96","Pepiot Way, Mesa, Washington",15,124,46.5754,-119.0021,"http://aqicn.org/city/usa/washington/mesa/pepiot-way/","pm25","2017-03-26 16:00:00","-07:00",7.63,70,968.93,6,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"97","Balsam St, Moses Lake, Washington",10,125,47.1303,-119.2737,"http://aqicn.org/city/usa/washington/moses-lake/balsam-st/","pm25","2017-03-26 16:00:00","-07:00",7.63,70,968.93,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
